installment_id,plan_id,installment_no,due_date,amount_due_usd,paid_date,paid_amount_usd,late_fee_usd,status
8627,1674,10,2027-03-23,95.89,,,0.00,scheduled
8628,1674,11,2027-04-22,95.89,,,0.00,scheduled
8629,1674,12,2027-05-22,95.89,,,0.00,scheduled
8630,1675,1,2026-07-20,178.48,,,0.00,scheduled
8631,1675,2,2026-08-03,178.48,,,0.00,scheduled
8632,1675,3,2026-08-17,178.48,,,0.00,scheduled
8633,1675,4,2026-08-31,178.48,,,0.00,scheduled
8634,1676,1,2026-04-28,17.42,2026-04-26,17.42,0.00,paid
8635,1676,2,2026-05-28,17.42,2026-05-29,17.42,0.00,paid
8636,1676,3,2026-06-27,17.42,2026-06-27,17.42,0.00,paid
8637,1676,4,2026-07-27,17.42,,,0.00,scheduled
8638,1676,5,2026-08-26,17.42,,,0.00,scheduled
8639,1676,6,2026-09-25,17.42,,,0.00,scheduled
8640,1676,7,2026-10-25,17.42,,,0.00,scheduled
8641,1676,8,2026-11-24,17.42,,,0.00,scheduled
8642,1676,9,2026-12-24,17.42,,,0.00,scheduled
8643,1676,10,2027-01-23,17.42,,,0.00,scheduled
8644,1676,11,2027-02-22,17.42,,,0.00,scheduled
8645,1676,12,2027-03-24,17.42,,,0.00,scheduled
8646,1677,1,2026-05-15,124.29,2026-05-15,124.29,0.00,paid
8647,1677,2,2026-06-14,124.29,2026-06-17,124.29,0.00,paid
8648,1677,3,2026-07-14,124.29,,,0.00,scheduled
8649,1678,1,2026-01-12,400.50,,,7.00,written_off
8650,1678,2,2026-01-26,400.50,,,7.00,written_off
8651,1678,3,2026-02-09,400.50,,,7.00,written_off
8652,1678,4,2026-02-23,400.50,,,7.00,written_off
8653,1679,1,2025-06-24,29.82,2025-06-21,29.82,0.00,paid
8654,1679,2,2025-07-08,29.82,2025-07-07,29.82,0.00,paid
8655,1679,3,2025-07-22,29.82,2025-07-23,29.82,0.00,paid
8656,1679,4,2025-08-05,29.82,2025-08-08,29.82,0.00,paid
8657,1680,1,2025-07-27,71.26,2025-07-29,71.26,0.00,paid
8658,1680,2,2025-08-26,71.26,2025-08-23,71.26,0.00,paid
8659,1680,3,2025-09-25,71.26,2025-09-28,71.26,0.00,paid
8660,1680,4,2025-10-25,71.26,2025-10-22,71.26,0.00,paid
8661,1680,5,2025-11-24,71.26,2025-11-22,71.26,0.00,paid
8662,1680,6,2025-12-24,71.26,2025-12-25,71.26,0.00,paid
8663,1680,7,2026-01-23,71.26,2026-01-22,71.26,0.00,paid
8664,1680,8,2026-02-22,71.26,2026-02-19,71.26,0.00,paid
8665,1680,9,2026-03-24,71.26,2026-03-27,71.26,0.00,paid
8666,1680,10,2026-04-23,71.26,2026-04-25,71.26,0.00,paid
8667,1680,11,2026-05-23,71.26,2026-05-25,71.26,0.00,paid
8668,1680,12,2026-06-22,71.26,2026-06-19,71.26,0.00,paid
8669,1681,1,2026-06-25,142.81,2026-06-27,142.81,0.00,paid
8670,1681,2,2026-07-25,142.81,,,0.00,scheduled
8671,1681,3,2026-08-24,142.81,,,0.00,scheduled
8672,1681,4,2026-09-23,142.81,,,0.00,scheduled
8673,1681,5,2026-10-23,142.81,,,0.00,scheduled
8674,1681,6,2026-11-22,142.81,,,0.00,scheduled
8675,1682,1,2025-12-03,79.04,2025-12-05,79.04,0.00,paid
8676,1682,2,2026-01-02,79.04,2026-01-08,79.04,7.00,late
8677,1682,3,2026-02-01,79.04,2026-02-03,79.04,0.00,paid
8678,1682,4,2026-03-03,79.04,2026-03-05,79.04,0.00,paid
8679,1682,5,2026-04-02,79.04,2026-04-01,79.04,0.00,paid
8680,1682,6,2026-05-02,79.04,2026-05-20,79.04,7.00,late
8681,1683,1,2025-08-15,237.34,2025-08-16,237.34,0.00,paid
8682,1683,2,2025-08-29,237.34,2025-08-28,237.34,0.00,paid
8683,1683,3,2025-09-12,237.34,2025-09-21,237.34,7.00,late
8684,1683,4,2025-09-26,237.34,2025-09-28,237.34,0.00,paid
8685,1684,1,2025-12-31,59.58,2026-01-03,59.58,0.00,paid
8686,1684,2,2026-01-30,59.58,2026-01-30,59.58,0.00,paid
8687,1684,3,2026-03-01,59.58,2026-03-02,59.58,0.00,paid
8688,1685,1,2025-09-18,135.55,2025-09-30,135.55,7.00,late
8689,1685,2,2025-10-02,135.55,2025-09-29,135.55,0.00,paid
8690,1685,3,2025-10-16,135.55,2025-10-14,135.55,0.00,paid
8691,1685,4,2025-10-30,135.55,2025-10-30,135.55,0.00,paid
8692,1686,1,2025-12-07,111.86,2025-12-07,111.86,0.00,paid
8693,1686,2,2025-12-21,111.86,2025-12-22,111.86,0.00,paid
8694,1686,3,2026-01-04,111.86,2026-01-03,111.86,0.00,paid
8695,1686,4,2026-01-18,111.86,2026-01-18,111.86,0.00,paid
8696,1687,1,2026-05-24,85.63,2026-05-26,85.63,0.00,paid
8697,1687,2,2026-06-23,85.63,2026-06-24,85.63,0.00,paid
8698,1687,3,2026-07-23,85.63,,,0.00,scheduled
8699,1687,4,2026-08-22,85.63,,,0.00,scheduled
8700,1687,5,2026-09-21,85.63,,,0.00,scheduled
8701,1687,6,2026-10-21,85.63,,,0.00,scheduled
8702,1688,1,2026-04-15,18.79,,,7.00,missed
8703,1688,2,2026-05-15,18.79,,,7.00,missed
8704,1688,3,2026-06-14,18.79,,,7.00,late
8705,1688,4,2026-07-14,18.79,,,0.00,scheduled
8706,1688,5,2026-08-13,18.79,,,0.00,scheduled
8707,1688,6,2026-09-12,18.79,,,0.00,scheduled
8708,1689,1,2026-06-26,188.75,2026-06-27,188.75,0.00,paid
8709,1689,2,2026-07-10,188.75,,,0.00,scheduled
8710,1689,3,2026-07-24,188.75,,,0.00,scheduled
8711,1689,4,2026-08-07,188.75,,,0.00,scheduled
8712,1690,1,2026-06-07,76.10,2026-06-12,76.10,7.00,late
8713,1690,2,2026-07-07,76.10,,,0.00,scheduled
8714,1690,3,2026-08-06,76.10,,,0.00,scheduled
8715,1690,4,2026-09-05,76.10,,,0.00,scheduled
8716,1690,5,2026-10-05,76.10,,,0.00,scheduled
8717,1690,6,2026-11-04,76.10,,,0.00,scheduled
8718,1691,1,2026-07-05,93.64,,,0.00,scheduled
8719,1691,2,2026-07-19,93.64,,,0.00,scheduled
8720,1691,3,2026-08-02,93.64,,,0.00,scheduled
8721,1691,4,2026-08-16,93.64,,,0.00,scheduled
8722,1692,1,2026-04-06,26.46,2026-04-04,26.46,0.00,paid
8723,1692,2,2026-04-20,26.46,2026-04-20,26.46,0.00,paid
8724,1692,3,2026-05-04,26.46,2026-05-02,26.46,0.00,paid
8725,1692,4,2026-05-18,26.46,2026-05-17,26.46,0.00,paid
8726,1693,1,2026-05-13,14.99,2026-05-22,14.99,7.00,late
8727,1693,2,2026-06-12,14.99,2026-06-14,14.99,0.00,paid
8728,1693,3,2026-07-12,14.99,,,0.00,scheduled
8729,1693,4,2026-08-11,14.99,,,0.00,scheduled
8730,1693,5,2026-09-10,14.99,,,0.00,scheduled
8731,1693,6,2026-10-10,14.99,,,0.00,scheduled
8732,1694,1,2026-07-09,302.24,,,0.00,scheduled
8733,1694,2,2026-08-08,302.24,,,0.00,scheduled
8734,1694,3,2026-09-07,302.24,,,0.00,scheduled
8735,1695,1,2026-05-08,84.51,2026-05-07,84.51,0.00,paid
8736,1695,2,2026-06-07,84.51,2026-06-04,84.51,0.00,paid
8737,1695,3,2026-07-07,84.51,,,0.00,scheduled
8738,1696,1,2026-07-10,230.44,,,0.00,scheduled
8739,1696,2,2026-08-09,230.44,,,0.00,scheduled
8740,1696,3,2026-09-08,230.44,,,0.00,scheduled
8741,1697,1,2026-04-25,100.70,2026-04-27,100.70,0.00,paid
8742,1697,2,2026-05-25,100.70,2026-05-25,100.70,0.00,paid
8743,1697,3,2026-06-24,100.70,2026-06-24,100.70,0.00,paid
8744,1697,4,2026-07-24,100.70,,,0.00,scheduled
8745,1697,5,2026-08-23,100.70,,,0.00,scheduled
8746,1697,6,2026-09-22,100.70,,,0.00,scheduled
8747,1698,1,2026-02-12,24.62,2026-03-01,24.62,7.00,late
8748,1698,2,2026-02-26,24.62,2026-03-01,24.62,0.00,paid
8749,1698,3,2026-03-12,24.62,2026-03-09,24.62,0.00,paid
8750,1698,4,2026-03-26,24.62,2026-03-29,24.62,0.00,paid
8751,1699,1,2025-08-16,68.83,2025-08-30,68.83,7.00,late
8752,1699,2,2025-09-15,68.83,2025-09-17,68.83,0.00,paid
8753,1699,3,2025-10-15,68.83,2025-10-18,68.83,0.00,paid
8754,1699,4,2025-11-14,68.83,2025-11-11,68.83,0.00,paid
8755,1699,5,2025-12-14,68.83,2025-12-13,68.83,0.00,paid
8756,1699,6,2026-01-13,68.83,2026-01-15,68.83,0.00,paid
8757,1699,7,2026-02-12,68.83,2026-02-11,68.83,0.00,paid
8758,1699,8,2026-03-14,68.83,2026-03-14,68.83,0.00,paid
8759,1699,9,2026-04-13,68.83,2026-04-12,68.83,0.00,paid
8760,1699,10,2026-05-13,68.83,2026-05-24,68.83,7.00,late
8761,1699,11,2026-06-12,68.83,2026-06-10,68.83,0.00,paid
8762,1699,12,2026-07-12,68.83,,,0.00,scheduled
8763,1700,1,2026-02-15,43.92,,,7.00,missed
8764,1700,2,2026-03-17,43.92,,,7.00,missed
8765,1700,3,2026-04-16,43.92,,,7.00,missed
8766,1700,4,2026-05-16,43.92,,,7.00,missed
8767,1700,5,2026-06-15,43.92,,,7.00,late
8768,1700,6,2026-07-15,43.92,,,0.00,scheduled
8769,1701,1,2025-12-16,68.09,2025-12-13,68.09,0.00,paid
8770,1701,2,2025-12-30,68.09,2025-12-30,68.09,0.00,paid
8771,1701,3,2026-01-13,68.09,2026-01-12,68.09,0.00,paid
8772,1701,4,2026-01-27,68.09,2026-01-25,68.09,0.00,paid
8773,1702,1,2026-01-18,209.98,2026-01-20,209.98,0.00,paid
8774,1702,2,2026-02-17,209.98,2026-02-15,209.98,0.00,paid
8775,1702,3,2026-03-19,209.98,2026-03-21,209.98,0.00,paid
8776,1703,1,2025-09-18,34.34,2025-09-20,34.34,0.00,paid
8777,1703,2,2025-10-18,34.34,2025-10-19,34.34,0.00,paid
8778,1703,3,2025-11-17,34.34,2025-11-15,34.34,0.00,paid
8779,1703,4,2025-12-17,34.34,2025-12-14,34.34,0.00,paid
8780,1703,5,2026-01-16,34.34,2026-01-16,34.34,0.00,paid
8781,1703,6,2026-02-15,34.34,2026-02-17,34.34,0.00,paid
8782,1703,7,2026-03-17,34.34,2026-03-17,34.34,0.00,paid
8783,1703,8,2026-04-16,34.34,2026-04-13,34.34,0.00,paid
8784,1703,9,2026-05-16,34.34,2026-06-05,34.34,7.00,late
8785,1703,10,2026-06-15,34.34,2026-06-18,34.34,0.00,paid
8786,1703,11,2026-07-15,34.34,,,0.00,scheduled
8787,1703,12,2026-08-14,34.34,,,0.00,scheduled
8788,1704,1,2025-10-11,223.49,2025-10-10,223.49,0.00,paid
8789,1704,2,2025-10-25,223.49,2025-10-26,223.49,0.00,paid
8790,1704,3,2025-11-08,223.49,2025-11-08,223.49,0.00,paid
8791,1704,4,2025-11-22,223.49,2025-11-19,223.49,0.00,paid
8792,1705,1,2026-04-07,97.86,2026-04-09,97.86,0.00,paid
8793,1705,2,2026-04-21,97.86,2026-04-18,97.86,0.00,paid
8794,1705,3,2026-05-05,97.86,2026-05-08,97.86,0.00,paid
8795,1705,4,2026-05-19,97.86,2026-05-22,97.86,0.00,paid
8796,1706,1,2026-07-15,165.45,,,0.00,scheduled
8797,1706,2,2026-07-29,165.45,,,0.00,scheduled
8798,1706,3,2026-08-12,165.45,,,0.00,scheduled
8799,1706,4,2026-08-26,165.45,,,0.00,scheduled
8800,1707,1,2026-03-29,146.14,,,7.00,written_off
8801,1707,2,2026-04-28,146.14,,,7.00,missed
8802,1707,3,2026-05-28,146.14,,,7.00,missed
8803,1708,1,2025-06-19,11.66,2025-06-16,11.66,0.00,paid
8804,1708,2,2025-07-19,11.66,2025-07-17,11.66,0.00,paid
8805,1708,3,2025-08-18,11.66,2025-08-16,11.66,0.00,paid
8806,1708,4,2025-09-17,11.66,2025-09-17,11.66,0.00,paid
8807,1708,5,2025-10-17,11.66,2025-10-20,11.66,0.00,paid
8808,1708,6,2025-11-16,11.66,2025-11-15,11.66,0.00,paid
8809,1708,7,2025-12-16,11.66,2025-12-17,11.66,0.00,paid
8810,1708,8,2026-01-15,11.66,2026-01-17,11.66,0.00,paid
8811,1708,9,2026-02-14,11.66,2026-02-12,11.66,0.00,paid
8812,1708,10,2026-03-16,11.66,2026-03-14,11.66,0.00,paid
8813,1708,11,2026-04-15,11.66,2026-04-17,11.66,0.00,paid
8814,1708,12,2026-05-15,11.66,2026-05-12,11.66,0.00,paid
8815,1709,1,2026-03-22,179.71,,,7.00,written_off
8816,1709,2,2026-04-21,179.71,,,7.00,missed
8817,1709,3,2026-05-21,179.71,,,7.00,missed
8818,1709,4,2026-06-20,179.71,,,7.00,late
8819,1709,5,2026-07-20,179.71,,,0.00,scheduled
8820,1709,6,2026-08-19,179.71,,,0.00,scheduled
8821,1709,7,2026-09-18,179.71,,,0.00,scheduled
8822,1709,8,2026-10-18,179.71,,,0.00,scheduled
8823,1709,9,2026-11-17,179.71,,,0.00,scheduled
8824,1709,10,2026-12-17,179.71,,,0.00,scheduled
8825,1709,11,2027-01-16,179.71,,,0.00,scheduled
8826,1709,12,2027-02-15,179.71,,,0.00,scheduled
8827,1710,1,2025-09-06,220.94,2025-09-03,220.94,0.00,paid
8828,1710,2,2025-09-20,220.94,2025-09-21,220.94,0.00,paid
8829,1710,3,2025-10-04,220.94,2025-10-05,220.94,0.00,paid
8830,1710,4,2025-10-18,220.94,2025-10-19,220.94,0.00,paid
8831,1711,1,2026-04-09,22.98,2026-04-08,22.98,0.00,paid
8832,1711,2,2026-05-09,22.98,2026-05-06,22.98,0.00,paid
8833,1711,3,2026-06-08,22.98,2026-06-18,22.98,7.00,late
8834,1711,4,2026-07-08,22.98,,,0.00,scheduled
8835,1711,5,2026-08-07,22.98,,,0.00,scheduled
8836,1711,6,2026-09-06,22.98,,,0.00,scheduled
8837,1712,1,2025-05-28,93.56,2025-05-27,93.56,0.00,paid
8838,1712,2,2025-06-27,93.56,2025-06-29,93.56,0.00,paid
8839,1712,3,2025-07-27,93.56,2025-07-24,93.56,0.00,paid
8840,1712,4,2025-08-26,93.56,2025-08-29,93.56,0.00,paid
8841,1712,5,2025-09-25,93.56,2025-09-25,93.56,0.00,paid
8842,1712,6,2025-10-25,93.56,2025-10-22,93.56,0.00,paid
8843,1712,7,2025-11-24,93.56,2025-11-25,93.56,0.00,paid
8844,1712,8,2025-12-24,93.56,2025-12-23,93.56,0.00,paid
8845,1712,9,2026-01-23,93.56,2026-01-25,93.56,0.00,paid
8846,1712,10,2026-02-22,93.56,2026-02-21,93.56,0.00,paid
8847,1712,11,2026-03-24,93.56,2026-03-25,93.56,0.00,paid
8848,1712,12,2026-04-23,93.56,2026-04-21,93.56,0.00,paid
8849,1713,1,2025-10-02,27.68,2025-10-02,27.68,0.00,paid
8850,1713,2,2025-10-16,27.68,2025-10-15,27.68,0.00,paid
8851,1713,3,2025-10-30,27.68,2025-10-31,27.68,0.00,paid
8852,1713,4,2025-11-13,27.68,2025-12-01,27.68,7.00,late
8853,1714,1,2026-02-10,178.32,2026-02-24,178.32,7.00,late
8854,1714,2,2026-02-24,178.32,2026-02-27,178.32,0.00,paid
8855,1714,3,2026-03-10,178.32,2026-03-13,178.32,0.00,paid
8856,1714,4,2026-03-24,178.32,2026-03-22,178.32,0.00,paid
8857,1715,1,2026-05-23,179.29,2026-05-20,179.29,0.00,paid
8858,1715,2,2026-06-22,179.29,2026-06-21,179.29,0.00,paid
8859,1715,3,2026-07-22,179.29,,,0.00,scheduled
8860,1715,4,2026-08-21,179.29,,,0.00,scheduled
8861,1715,5,2026-09-20,179.29,,,0.00,scheduled
8862,1715,6,2026-10-20,179.29,,,0.00,scheduled
8863,1716,1,2026-03-19,256.01,2026-03-16,256.01,0.00,paid
8864,1716,2,2026-04-18,256.01,2026-04-16,256.01,0.00,paid
8865,1716,3,2026-05-18,256.01,2026-06-05,256.01,7.00,late
8866,1717,1,2026-07-05,83.53,,,0.00,scheduled
8867,1717,2,2026-08-04,83.53,,,0.00,scheduled
8868,1717,3,2026-09-03,83.53,,,0.00,scheduled
8869,1718,1,2026-03-29,187.76,2026-03-26,187.76,0.00,paid
8870,1718,2,2026-04-12,187.76,2026-04-09,187.76,0.00,paid
8871,1718,3,2026-04-26,187.76,2026-04-27,187.76,0.00,paid
8872,1718,4,2026-05-10,187.76,2026-05-12,187.76,0.00,paid
8873,1719,1,2025-05-13,15.91,2025-05-13,15.91,0.00,paid
8874,1719,2,2025-05-27,15.91,2025-05-24,15.91,0.00,paid
8875,1719,3,2025-06-10,15.91,2025-06-13,15.91,0.00,paid
8876,1719,4,2025-06-24,15.91,2025-06-22,15.91,0.00,paid
8877,1720,1,2025-05-16,110.17,2025-05-19,110.17,0.00,paid
8878,1720,2,2025-06-15,110.17,2025-06-14,110.17,0.00,paid
8879,1720,3,2025-07-15,110.17,2025-07-16,110.17,0.00,paid
8880,1720,4,2025-08-14,110.17,2025-08-12,110.17,0.00,paid
8881,1720,5,2025-09-13,110.17,2025-09-16,110.17,0.00,paid
8882,1720,6,2025-10-13,110.17,2025-10-12,110.17,0.00,paid
8883,1721,1,2026-04-27,96.55,2026-04-28,96.55,0.00,paid
8884,1721,2,2026-05-11,96.55,2026-05-08,96.55,0.00,paid
8885,1721,3,2026-05-25,96.55,2026-05-24,96.55,0.00,paid
8886,1721,4,2026-06-08,96.55,2026-06-10,96.55,0.00,paid
8887,1722,1,2026-02-16,26.45,2026-02-15,26.45,0.00,paid
8888,1722,2,2026-03-02,26.45,2026-02-28,26.45,0.00,paid
8889,1722,3,2026-03-16,26.45,2026-03-13,26.45,0.00,paid
8890,1722,4,2026-03-30,26.45,2026-03-27,26.45,0.00,paid
8891,1723,1,2026-07-11,66.48,,,0.00,scheduled
8892,1723,2,2026-08-10,66.48,,,0.00,scheduled
8893,1723,3,2026-09-09,66.48,,,0.00,scheduled
8894,1724,1,2026-05-27,115.95,2026-06-11,115.95,7.00,late
8895,1724,2,2026-06-26,115.95,2026-06-23,115.95,0.00,paid
8896,1724,3,2026-07-26,115.95,,,0.00,scheduled
8897,1725,1,2026-03-08,81.50,2026-03-10,81.50,0.00,paid
8898,1725,2,2026-04-07,81.50,2026-04-05,81.50,0.00,paid
8899,1725,3,2026-05-07,81.50,2026-05-21,81.50,7.00,late
8900,1725,4,2026-06-06,81.50,2026-06-06,81.50,0.00,paid
8901,1725,5,2026-07-06,81.50,,,0.00,scheduled
8902,1725,6,2026-08-05,81.50,,,0.00,scheduled
8903,1726,1,2025-06-15,39.25,2025-06-16,39.25,0.00,paid
8904,1726,2,2025-07-15,39.25,2025-07-15,39.25,0.00,paid
8905,1726,3,2025-08-14,39.25,2025-08-11,39.25,0.00,paid
8906,1726,4,2025-09-13,39.25,2025-09-12,39.25,0.00,paid
8907,1726,5,2025-10-13,39.25,2025-10-13,39.25,0.00,paid
8908,1726,6,2025-11-12,39.25,2025-12-02,39.25,7.00,late
8909,1727,1,2026-07-11,28.62,,,0.00,scheduled
8910,1727,2,2026-08-10,28.62,,,0.00,scheduled
8911,1727,3,2026-09-09,28.62,,,0.00,scheduled
8912,1727,4,2026-10-09,28.62,,,0.00,scheduled
8913,1727,5,2026-11-08,28.62,,,0.00,scheduled
8914,1727,6,2026-12-08,28.62,,,0.00,scheduled
8915,1728,1,2026-06-08,61.58,2026-06-07,61.58,0.00,paid
8916,1728,2,2026-07-08,61.58,,,0.00,scheduled
8917,1728,3,2026-08-07,61.58,,,0.00,scheduled
8918,1729,1,2025-12-08,54.88,2025-12-16,54.88,7.00,late
8919,1729,2,2025-12-22,54.88,2025-12-23,54.88,0.00,paid
8920,1729,3,2026-01-05,54.88,2026-01-05,54.88,0.00,paid
8921,1729,4,2026-01-19,54.88,2026-02-08,54.88,7.00,late
8922,1730,1,2025-06-13,40.24,2025-06-22,40.24,7.00,late
8923,1730,2,2025-07-13,40.24,2025-07-11,40.24,0.00,paid
8924,1730,3,2025-08-12,40.24,2025-08-21,40.24,7.00,late
8925,1730,4,2025-09-11,40.24,2025-09-09,40.24,0.00,paid
8926,1730,5,2025-10-11,40.24,2025-10-12,40.24,0.00,paid
8927,1730,6,2025-11-10,40.24,2025-11-13,40.24,0.00,paid
8928,1730,7,2025-12-10,40.24,2025-12-08,40.24,0.00,paid
8929,1730,8,2026-01-09,40.24,2026-01-06,40.24,0.00,paid
8930,1730,9,2026-02-08,40.24,2026-02-08,40.24,0.00,paid
8931,1730,10,2026-03-10,40.24,2026-03-11,40.24,0.00,paid
8932,1730,11,2026-04-09,40.24,2026-04-20,40.24,7.00,late
8933,1730,12,2026-05-09,40.24,2026-05-12,40.24,0.00,paid
8934,1731,1,2025-09-06,16.04,2025-09-11,16.04,7.00,late
8935,1731,2,2025-10-06,16.04,2025-10-09,16.04,0.00,paid
8936,1731,3,2025-11-05,16.04,2025-11-05,16.04,0.00,paid
8937,1731,4,2025-12-05,16.04,2025-12-05,16.04,0.00,paid
8938,1731,5,2026-01-04,16.04,2026-01-07,16.04,0.00,paid
8939,1731,6,2026-02-03,16.04,2026-02-02,16.04,0.00,paid
8940,1732,1,2025-11-08,18.10,2025-11-07,18.10,0.00,paid
8941,1732,2,2025-12-08,18.10,2025-12-07,18.10,0.00,paid
8942,1732,3,2026-01-07,18.10,2026-01-27,18.10,7.00,late
8943,1732,4,2026-02-06,18.10,2026-02-06,18.10,0.00,paid
8944,1732,5,2026-03-08,18.10,2026-03-06,18.10,0.00,paid
8945,1732,6,2026-04-07,18.10,2026-04-07,18.10,0.00,paid
8946,1732,7,2026-05-07,18.10,2026-05-07,18.10,0.00,paid
8947,1732,8,2026-06-06,18.10,2026-06-06,18.10,0.00,paid
8948,1732,9,2026-07-06,18.10,,,0.00,scheduled
8949,1732,10,2026-08-05,18.10,,,0.00,scheduled
8950,1732,11,2026-09-04,18.10,,,0.00,scheduled
8951,1732,12,2026-10-04,18.10,,,0.00,scheduled
8952,1733,1,2026-03-25,15.30,2026-03-25,15.30,0.00,paid
8953,1733,2,2026-04-08,15.30,2026-04-05,15.30,0.00,paid
8954,1733,3,2026-04-22,15.30,2026-04-24,15.30,0.00,paid
8955,1733,4,2026-05-06,15.30,2026-05-07,15.30,0.00,paid
8956,1734,1,2026-02-06,182.82,,,7.00,missed
8957,1734,2,2026-02-20,182.82,,,7.00,missed
8958,1734,3,2026-03-06,182.82,,,7.00,missed
8959,1734,4,2026-03-20,182.82,,,7.00,missed
8960,1735,1,2025-08-22,107.81,2025-08-23,107.81,0.00,paid
8961,1735,2,2025-09-21,107.81,2025-09-23,107.81,0.00,paid
8962,1735,3,2025-10-21,107.81,2025-10-22,107.81,0.00,paid
8963,1735,4,2025-11-20,107.81,2025-11-20,107.81,0.00,paid
8964,1735,5,2025-12-20,107.81,2025-12-20,107.81,0.00,paid
8965,1735,6,2026-01-19,107.81,2026-01-20,107.81,0.00,paid
8966,1736,1,2025-11-16,61.08,2025-11-15,61.08,0.00,paid
8967,1736,2,2025-12-16,61.08,2025-12-15,61.08,0.00,paid
8968,1736,3,2026-01-15,61.08,2026-01-12,61.08,0.00,paid
8969,1737,1,2026-06-04,105.28,,,7.00,late
8970,1737,2,2026-06-18,105.28,,,7.00,late
8971,1737,3,2026-07-02,105.28,,,0.00,scheduled
8972,1737,4,2026-07-16,105.28,,,0.00,scheduled
8973,1738,1,2026-07-08,333.15,,,0.00,scheduled
8974,1738,2,2026-07-22,333.15,,,0.00,scheduled
8975,1738,3,2026-08-05,333.15,,,0.00,scheduled
8976,1738,4,2026-08-19,333.15,,,0.00,scheduled
8977,1739,1,2026-01-26,43.97,2026-01-27,43.97,0.00,paid
8978,1739,2,2026-02-25,43.97,2026-02-22,43.97,0.00,paid
8979,1739,3,2026-03-27,43.97,2026-03-29,43.97,0.00,paid
8980,1739,4,2026-04-26,43.97,2026-04-26,43.97,0.00,paid
8981,1739,5,2026-05-26,43.97,2026-05-29,43.97,0.00,paid
8982,1739,6,2026-06-25,43.97,2026-06-26,43.97,0.00,paid
8983,1739,7,2026-07-25,43.97,,,0.00,scheduled
8984,1739,8,2026-08-24,43.97,,,0.00,scheduled
8985,1739,9,2026-09-23,43.97,,,0.00,scheduled
8986,1739,10,2026-10-23,43.97,,,0.00,scheduled
8987,1739,11,2026-11-22,43.97,,,0.00,scheduled
8988,1739,12,2026-12-22,43.97,,,0.00,scheduled
8989,1740,1,2025-07-31,46.12,2025-07-28,46.12,0.00,paid
8990,1740,2,2025-08-30,46.12,2025-08-27,46.12,0.00,paid
8991,1740,3,2025-09-29,46.12,2025-09-30,46.12,0.00,paid
8992,1741,1,2026-02-25,79.91,2026-03-02,79.91,7.00,late
8993,1741,2,2026-03-11,79.91,2026-03-13,79.91,0.00,paid
8994,1741,3,2026-03-25,79.91,2026-03-26,79.91,0.00,paid
8995,1741,4,2026-04-08,79.91,2026-04-06,79.91,0.00,paid
8996,1742,1,2026-01-07,20.57,2026-01-16,20.57,7.00,late
8997,1742,2,2026-01-21,20.57,2026-01-19,20.57,0.00,paid
8998,1742,3,2026-02-04,20.57,2026-02-05,20.57,0.00,paid
8999,1742,4,2026-02-18,20.57,2026-02-18,20.57,0.00,paid
9000,1743,1,2026-05-02,65.31,2026-05-03,65.31,0.00,paid
9001,1743,2,2026-06-01,65.31,2026-06-14,65.31,7.00,late
9002,1743,3,2026-07-01,65.31,2026-06-28,65.31,0.00,paid
9003,1743,4,2026-07-31,65.31,,,0.00,scheduled
9004,1743,5,2026-08-30,65.31,,,0.00,scheduled
9005,1743,6,2026-09-29,65.31,,,0.00,scheduled
9006,1744,1,2026-06-14,26.25,2026-06-17,26.25,0.00,paid
9007,1744,2,2026-07-14,26.25,,,0.00,scheduled
9008,1744,3,2026-08-13,26.25,,,0.00,scheduled
9009,1744,4,2026-09-12,26.25,,,0.00,scheduled
9010,1744,5,2026-10-12,26.25,,,0.00,scheduled
9011,1744,6,2026-11-11,26.25,,,0.00,scheduled
9012,1744,7,2026-12-11,26.25,,,0.00,scheduled
9013,1744,8,2027-01-10,26.25,,,0.00,scheduled
9014,1744,9,2027-02-09,26.25,,,0.00,scheduled
9015,1744,10,2027-03-11,26.25,,,0.00,scheduled
9016,1744,11,2027-04-10,26.25,,,0.00,scheduled
9017,1744,12,2027-05-10,26.25,,,0.00,scheduled
9018,1745,1,2026-05-20,26.69,2026-05-17,26.69,0.00,paid
9019,1745,2,2026-06-03,26.69,2026-06-03,26.69,0.00,paid
9020,1745,3,2026-06-17,26.69,2026-06-15,26.69,0.00,paid
9021,1745,4,2026-07-01,26.69,2026-06-28,26.69,0.00,paid
9022,1746,1,2026-04-14,137.14,,,7.00,missed
9023,1746,2,2026-04-28,137.14,,,7.00,missed
9024,1746,3,2026-05-12,137.14,,,7.00,missed
9025,1746,4,2026-05-26,137.14,,,7.00,missed
9026,1747,1,2026-07-14,68.58,,,0.00,scheduled
9027,1747,2,2026-08-13,68.58,,,0.00,scheduled
9028,1747,3,2026-09-12,68.58,,,0.00,scheduled
9029,1747,4,2026-10-12,68.58,,,0.00,scheduled
9030,1747,5,2026-11-11,68.58,,,0.00,scheduled
9031,1747,6,2026-12-11,68.58,,,0.00,scheduled
9032,1748,1,2026-03-15,92.67,2026-03-12,92.67,0.00,paid
9033,1748,2,2026-03-29,92.67,2026-03-29,92.67,0.00,paid
9034,1748,3,2026-04-12,92.67,2026-04-15,92.67,0.00,paid
9035,1748,4,2026-04-26,92.67,2026-04-27,92.67,0.00,paid
