plan_id,customer_id,merchant_id,product_type,num_installments,order_amount_usd,total_repayable_usd,apr_bps,created_at,status
2117,963,29,pay_in_3,3,321.49,321.49,0,2026-05-02,active
2118,963,60,pay_in_3,3,78.51,78.51,0,2025-09-28,defaulted
2119,964,52,pay_in_4,4,176.42,176.42,0,2026-03-25,active
2120,965,26,pay_monthly_6,6,1035.04,1133.86,1936,2026-06-08,active
2121,965,12,pay_in_4,4,742.18,742.18,0,2025-10-25,paid_off
2122,965,17,pay_in_4,4,893.84,893.84,0,2026-02-18,active
2123,965,4,pay_monthly_12,12,152.93,196.05,2859,2026-06-20,active
2124,965,36,pay_monthly_12,12,361.24,439.20,2188,2025-06-25,active
2125,965,37,pay_in_4,4,84.81,84.81,0,2026-01-15,paid_off
2126,965,32,pay_monthly_6,6,459.65,499.41,1754,2026-01-27,active
2127,966,60,pay_in_4,4,150.22,150.22,0,2026-05-25,active
2128,966,11,pay_in_3,3,466.24,466.24,0,2026-03-22,paid_off
2129,967,30,pay_in_4,4,637.39,637.39,0,2026-03-05,delinquent
2130,967,56,pay_monthly_6,6,91.74,100.61,1961,2026-03-27,active
2131,969,5,pay_in_4,4,255.68,255.68,0,2025-07-20,active
2132,969,57,pay_in_4,4,60.43,60.43,0,2026-01-16,active
2133,969,52,pay_in_4,4,277.71,277.71,0,2025-12-15,defaulted
2134,969,47,pay_monthly_6,6,226.72,245.13,1647,2026-04-16,delinquent
2135,970,23,pay_in_4,4,448.82,448.82,0,2026-02-07,active
2136,970,22,pay_in_3,3,900.00,900.00,0,2026-02-01,paid_off
2137,971,46,pay_in_4,4,444.58,444.58,0,2025-12-07,paid_off
2138,971,51,pay_monthly_6,6,252.73,281.05,2272,2025-09-05,active
2139,971,51,pay_in_4,4,252.97,252.97,0,2025-07-17,paid_off
2140,973,17,pay_monthly_6,6,516.87,561.22,1740,2026-06-17,active
2141,973,53,pay_in_4,4,193.57,193.57,0,2025-12-16,paid_off
2142,973,45,pay_monthly_6,6,113.25,122.50,1657,2026-06-19,active
2143,973,3,pay_in_4,4,345.89,345.89,0,2025-12-24,active
2144,974,20,pay_in_4,4,737.07,737.07,0,2026-06-04,active
2145,974,26,pay_monthly_12,12,407.20,492.14,2115,2026-01-21,delinquent
2146,974,3,pay_in_3,3,204.40,204.40,0,2025-12-19,active
2147,975,44,pay_in_4,4,178.06,178.06,0,2026-05-01,active
2148,976,7,pay_monthly_6,6,201.07,218.05,1712,2026-06-07,active
2149,976,35,pay_monthly_6,6,142.36,153.33,1563,2026-03-24,active
2150,976,53,pay_monthly_6,6,87.89,98.06,2346,2026-02-12,active
2151,977,20,pay_monthly_6,6,376.52,421.08,2400,2025-06-26,active
2152,977,37,pay_in_4,4,224.86,224.86,0,2025-11-10,paid_off
2153,977,29,pay_in_4,4,714.31,714.31,0,2025-08-08,defaulted
2154,978,46,pay_monthly_12,12,243.79,294.53,2110,2026-06-02,active
2155,978,39,pay_in_4,4,144.13,144.13,0,2026-03-19,active
2156,979,5,pay_in_4,4,236.43,236.43,0,2025-12-10,delinquent
2157,980,14,pay_in_4,4,542.93,542.93,0,2026-05-09,active
2158,981,24,pay_in_4,4,1724.81,1724.81,0,2025-10-13,paid_off
2159,981,21,pay_in_4,4,995.57,995.57,0,2026-03-12,active
2160,982,44,pay_in_4,4,83.36,83.36,0,2025-05-01,paid_off
2161,982,36,pay_in_4,4,144.96,144.96,0,2026-03-21,paid_off
2162,982,21,pay_monthly_6,6,814.54,908.50,2339,2025-12-10,active
2163,982,48,pay_monthly_12,12,567.42,748.80,3241,2025-06-08,active
2164,982,34,pay_monthly_6,6,421.33,455.11,1626,2026-05-28,active
2165,982,30,pay_in_3,3,836.61,836.61,0,2026-02-27,paid_off
2166,983,9,pay_in_4,4,146.81,146.81,0,2025-11-22,paid_off
2167,983,20,pay_monthly_12,12,871.88,1083.85,2465,2025-11-22,active
2168,983,39,pay_in_4,4,81.05,81.05,0,2026-02-07,defaulted
2169,983,31,pay_in_4,4,446.97,446.97,0,2025-07-24,active
2170,983,11,pay_monthly_6,6,891.34,983.82,2104,2026-04-22,active
2171,983,42,pay_in_4,4,310.41,310.41,0,2025-09-10,defaulted
2172,984,5,pay_in_4,4,188.08,188.08,0,2025-06-26,paid_off
2173,984,38,pay_in_3,3,183.03,183.03,0,2026-04-27,active
2174,984,11,pay_in_3,3,319.15,319.15,0,2026-06-07,active
2175,984,31,pay_in_4,4,1088.81,1088.81,0,2025-05-24,paid_off
2176,984,27,pay_in_4,4,984.44,984.44,0,2025-12-01,paid_off
2177,984,14,pay_monthly_12,12,791.55,968.54,2267,2025-08-13,defaulted
2178,988,31,pay_monthly_6,6,276.09,308.47,2378,2026-06-20,active
2179,988,38,pay_monthly_6,6,183.70,201.36,1949,2026-04-08,active
2180,989,7,pay_in_4,4,241.63,241.63,0,2025-10-16,paid_off
2181,989,17,pay_in_4,4,291.57,291.57,0,2026-06-10,active
2182,989,23,pay_in_3,3,1061.23,1061.23,0,2026-01-05,active
2183,990,42,pay_in_4,4,185.92,185.92,0,2025-08-18,paid_off
2184,990,60,pay_in_4,4,112.35,112.35,0,2025-08-14,active
2185,990,54,pay_monthly_6,6,378.75,408.17,1575,2025-05-06,paid_off
2186,990,59,pay_in_3,3,55.83,55.83,0,2025-09-12,paid_off
2187,993,30,pay_monthly_6,6,529.22,574.42,1732,2026-02-04,active
2188,994,1,pay_in_4,4,278.20,278.20,0,2026-03-11,paid_off
2189,994,57,pay_in_3,3,57.93,57.93,0,2026-02-03,active
2190,995,31,pay_in_3,3,402.98,402.98,0,2026-06-05,active
2191,995,32,pay_in_4,4,612.75,612.75,0,2026-06-04,active
2192,995,38,pay_in_3,3,71.45,71.45,0,2026-04-03,active
2193,995,37,pay_monthly_12,12,228.99,282.02,2348,2026-04-19,active
2194,995,56,pay_in_3,3,28.91,28.91,0,2026-04-01,active
2195,996,34,pay_monthly_6,6,639.81,704.97,2065,2025-12-15,paid_off
2196,996,41,pay_in_3,3,115.06,115.06,0,2025-08-26,defaulted
2197,996,27,pay_in_3,3,528.35,528.35,0,2026-03-08,paid_off
2198,996,4,pay_monthly_6,6,238.89,268.93,2550,2025-11-08,active
2199,996,10,pay_in_4,4,329.45,329.45,0,2025-07-23,defaulted
2200,997,59,pay_in_4,4,60.23,60.23,0,2025-09-08,active
2201,997,28,pay_monthly_6,6,318.45,354.40,2289,2025-08-20,active
2202,997,35,pay_monthly_12,12,255.73,320.00,2548,2026-05-13,defaulted
2203,997,44,pay_in_4,4,190.47,190.47,0,2025-02-12,active
2204,998,11,pay_monthly_12,12,321.87,396.03,2336,2026-01-10,active
2205,999,18,pay_in_4,4,889.22,889.22,0,2026-02-14,paid_off
2206,999,61,pay_in_4,4,68.09,68.09,0,2025-04-22,active
2207,999,35,pay_in_4,4,94.25,94.25,0,2025-12-24,active
2208,999,7,pay_monthly_12,12,171.80,214.65,2529,2026-04-23,active
2209,999,38,pay_in_4,4,103.06,103.06,0,2026-04-25,active
2210,999,13,pay_in_4,4,1065.33,1065.33,0,2026-02-15,active
2211,999,11,pay_in_4,4,1463.37,1463.37,0,2025-10-05,paid_off
2212,1000,19,pay_monthly_6,6,328.37,356.84,1758,2026-01-08,active
2213,1000,38,pay_in_4,4,114.40,114.40,0,2025-03-20,active
2214,1001,4,pay_in_3,3,442.78,442.78,0,2025-11-13,paid_off
2215,1001,60,pay_monthly_6,6,121.39,134.60,2206,2026-06-07,active
2216,1002,15,pay_in_4,4,796.80,796.80,0,2026-03-18,paid_off
2217,1005,17,pay_monthly_6,6,767.28,836.60,1832,2026-04-04,active
2218,1007,47,pay_in_4,4,376.46,376.46,0,2025-12-24,paid_off
2219,1007,1,pay_in_4,4,171.19,171.19,0,2026-03-22,active
2220,1007,46,pay_in_4,4,685.55,685.55,0,2026-04-02,paid_off
2221,1007,45,pay_in_3,3,160.04,160.04,0,2026-02-16,active
2222,1007,20,pay_monthly_6,6,897.48,976.13,1777,2026-03-01,defaulted
2223,1007,59,pay_in_4,4,52.25,52.25,0,2026-01-15,delinquent
2224,1008,61,pay_in_3,3,114.38,114.38,0,2025-11-26,active
2225,1008,19,pay_in_4,4,353.56,353.56,0,2026-05-03,active
2226,1008,18,pay_in_4,4,1300.00,1300.00,0,2025-10-24,active
2227,1009,26,pay_in_4,4,1531.80,1531.80,0,2026-02-11,active
2228,1010,56,pay_in_3,3,77.79,77.79,0,2026-06-25,active
2229,1010,50,pay_in_4,4,371.20,371.20,0,2026-03-13,active
2230,1010,26,pay_in_4,4,1100.00,1100.00,0,2026-03-01,paid_off
2231,1011,42,pay_in_4,4,130.72,130.72,0,2026-04-07,active
2232,1011,3,pay_in_4,4,268.96,268.96,0,2025-08-08,defaulted
2233,1011,16,pay_in_3,3,321.01,321.01,0,2026-06-25,active
2234,1012,17,pay_monthly_6,6,804.55,883.19,1982,2026-06-22,active
2235,1012,41,pay_monthly_6,6,136.37,148.04,1736,2025-12-01,paid_off
2236,1012,52,pay_in_4,4,107.88,107.88,0,2026-05-02,active
2237,1013,38,pay_monthly_6,6,148.06,160.10,1649,2025-09-26,paid_off
2238,1013,59,pay_monthly_6,6,324.11,365.09,2564,2026-01-02,active
2239,1013,25,pay_in_3,3,550.00,550.00,0,2026-05-28,active
2240,1014,61,pay_monthly_6,6,88.42,96.53,1861,2025-02-23,active
2241,1014,57,pay_monthly_12,12,96.49,124.90,2985,2026-04-07,active
2242,1014,25,pay_in_3,3,971.13,971.13,0,2026-01-23,paid_off
2243,1014,5,pay_in_4,4,400.96,400.96,0,2025-09-03,paid_off
2244,1014,1,pay_monthly_12,12,338.24,429.95,2749,2025-07-13,active
2245,1015,34,pay_in_4,4,580.32,580.32,0,2025-11-26,paid_off
2246,1015,9,pay_in_4,4,272.92,272.92,0,2026-06-19,active
2247,1016,18,pay_monthly_12,12,349.38,449.86,2916,2026-02-11,active
2248,1016,38,pay_in_4,4,439.65,439.65,0,2025-09-23,active
2249,1017,20,pay_in_3,3,1166.13,1166.13,0,2026-02-10,paid_off
2250,1018,45,pay_in_4,4,294.21,294.21,0,2026-05-05,defaulted
2251,1018,45,pay_in_4,4,593.05,593.05,0,2026-05-28,defaulted
2252,1018,45,pay_monthly_6,6,261.43,282.26,1616,2026-06-11,active
2253,1018,45,pay_monthly_6,6,414.97,460.67,2233,2026-05-25,defaulted
2254,1018,45,pay_in_3,3,223.69,223.69,0,2026-06-01,defaulted
2255,1018,45,pay_monthly_12,12,288.12,347.80,2100,2026-06-16,active
2256,1019,54,pay_in_4,4,189.74,189.74,0,2025-11-06,paid_off
2257,1019,32,pay_in_4,4,557.62,557.62,0,2026-06-01,active
2258,1021,34,pay_monthly_6,6,1131.86,1229.26,1745,2025-09-14,paid_off
2259,1021,29,pay_in_4,4,922.29,922.29,0,2026-03-09,paid_off
2260,1021,25,pay_in_4,4,735.88,735.88,0,2026-05-01,active
2261,1021,22,pay_in_4,4,934.11,934.11,0,2026-04-21,active
2262,1023,50,pay_monthly_6,6,156.76,173.05,2107,2026-01-10,active
2263,1023,5,pay_in_4,4,709.96,709.96,0,2025-08-05,paid_off
2264,1024,37,pay_monthly_6,6,121.79,134.85,2174,2026-03-18,active
2265,1024,15,pay_in_4,4,865.75,865.75,0,2025-11-25,active
2266,1024,61,pay_monthly_6,6,124.19,136.24,1968,2025-12-09,paid_off
2267,1025,6,pay_in_4,4,140.78,140.78,0,2026-03-05,active
2268,1025,6,pay_in_4,4,348.55,348.55,0,2025-12-07,active
2269,1026,25,pay_monthly_12,12,846.49,1016.81,2040,2026-03-12,active
2270,1027,43,pay_in_4,4,187.95,187.95,0,2025-08-16,paid_off
2271,1027,57,pay_in_4,4,68.02,68.02,0,2025-09-05,paid_off
2272,1028,19,pay_in_4,4,1286.95,1286.95,0,2025-09-05,paid_off
2273,1028,14,pay_monthly_6,6,451.74,500.39,2184,2025-12-05,active
2274,1028,39,pay_in_3,3,117.06,117.06,0,2026-01-05,paid_off
2275,1028,38,pay_in_4,4,136.28,136.28,0,2025-08-19,paid_off
2276,1028,49,pay_in_4,4,268.84,268.84,0,2025-12-05,paid_off
2277,1029,46,pay_in_4,4,213.10,213.10,0,2026-05-17,active
2278,1029,10,pay_in_4,4,208.90,208.90,0,2026-06-01,active
2279,1030,30,pay_in_3,3,848.63,848.63,0,2026-01-10,paid_off
2280,1030,52,pay_in_4,4,396.76,396.76,0,2026-06-01,active
2281,1030,16,pay_monthly_6,6,969.41,1086.06,2440,2025-07-14,active
2282,1031,14,pay_monthly_12,12,650.64,834.94,2872,2025-10-04,defaulted
2283,1031,1,pay_in_3,3,274.19,274.19,0,2025-09-23,active
2284,1031,9,pay_in_4,4,525.37,525.37,0,2026-05-03,delinquent
2285,1032,50,pay_monthly_6,6,196.13,211.53,1592,2026-05-24,active
2286,1032,34,pay_in_3,3,368.88,368.88,0,2026-05-24,active
2287,1033,50,pay_in_3,3,274.04,274.04,0,2026-06-12,active
2288,1033,1,pay_in_4,4,372.21,372.21,0,2026-03-16,active
2289,1034,41,pay_in_4,4,66.45,66.45,0,2026-04-17,paid_off
2290,1034,47,pay_monthly_6,6,213.01,230.52,1667,2025-10-15,paid_off
2291,1034,53,pay_monthly_6,6,253.17,276.70,1885,2025-12-08,active
2292,1036,17,pay_in_4,4,539.22,539.22,0,2025-07-01,paid_off
2293,1036,48,pay_in_4,4,232.90,232.90,0,2025-07-23,paid_off
2294,1036,2,pay_monthly_12,12,327.94,425.65,3021,2025-09-20,active
2295,1037,34,pay_monthly_6,6,416.68,450.46,1644,2026-04-22,active
2296,1039,17,pay_in_4,4,657.25,657.25,0,2026-06-07,active
2297,1039,3,pay_monthly_12,12,317.74,414.51,3088,2025-09-21,delinquent
2298,1040,27,pay_monthly_6,6,1350.00,1510.38,2409,2025-10-21,active
2299,1040,43,pay_in_3,3,47.37,47.37,0,2026-02-24,paid_off
2300,1042,46,pay_monthly_6,6,163.04,181.43,2287,2026-03-27,active
2301,1042,47,pay_monthly_12,12,173.24,225.32,3048,2026-01-01,active
2302,1042,42,pay_in_3,3,215.29,215.29,0,2025-11-24,active
2303,1042,37,pay_in_4,4,221.69,221.69,0,2026-01-18,active
2304,1042,57,pay_in_4,4,50.15,50.15,0,2026-02-08,defaulted
2305,1043,41,pay_in_3,3,220.88,220.88,0,2026-03-21,active
2306,1044,20,pay_in_4,4,646.20,646.20,0,2026-04-01,active
2307,1045,59,pay_monthly_12,12,150.55,194.29,2946,2026-05-14,defaulted
2308,1045,42,pay_in_4,4,77.20,77.20,0,2025-10-27,active
2309,1045,1,pay_in_3,3,426.51,426.51,0,2026-03-12,active
2310,1045,41,pay_in_4,4,119.33,119.33,0,2026-06-02,active
2311,1046,38,pay_monthly_12,12,134.37,178.46,3327,2026-04-19,active
2312,1046,46,pay_in_4,4,227.54,227.54,0,2026-01-10,paid_off
2313,1046,20,pay_monthly_12,12,362.29,434.04,2008,2026-01-13,active
2314,1048,25,pay_in_4,4,1626.49,1626.49,0,2026-04-01,paid_off
2315,1050,60,pay_in_4,4,310.37,310.37,0,2026-06-08,active
2316,1050,20,pay_in_4,4,464.21,464.21,0,2026-03-25,active
2317,1051,53,pay_in_4,4,486.09,486.09,0,2025-10-22,paid_off
2318,1051,9,pay_monthly_12,12,296.44,377.72,2780,2025-05-12,active
2319,1051,22,pay_in_4,4,469.17,469.17,0,2026-06-03,active
2320,1051,25,pay_in_3,3,562.03,562.03,0,2026-06-18,active
2321,1051,45,pay_monthly_6,6,274.56,295.01,1510,2025-12-22,paid_off
2322,1052,41,pay_in_4,4,130.77,130.77,0,2026-06-18,active
2323,1054,38,pay_in_4,4,99.23,99.23,0,2026-04-14,paid_off
2324,1055,22,pay_in_4,4,1087.07,1087.07,0,2026-06-15,active
2325,1056,49,pay_in_4,4,473.42,473.42,0,2025-11-06,active
2326,1056,6,pay_in_4,4,516.58,516.58,0,2025-12-18,active
2327,1056,21,pay_monthly_6,6,1204.76,1328.64,2085,2025-09-20,active
2328,1056,48,pay_in_3,3,302.22,302.22,0,2025-08-04,active
2329,1056,54,pay_monthly_12,12,357.19,434.52,2195,2025-08-27,active
2330,1057,42,pay_monthly_6,6,101.20,112.34,2233,2026-03-09,active
2331,1057,11,pay_in_4,4,702.27,702.27,0,2025-08-25,paid_off
2332,1057,24,pay_in_3,3,1194.67,1194.67,0,2026-06-19,active
2333,1057,55,pay_monthly_6,6,62.96,70.30,2363,2025-08-25,paid_off
2334,1058,12,pay_in_4,4,1006.31,1006.31,0,2026-06-08,active
2335,1058,56,pay_monthly_6,6,66.55,71.74,1580,2026-05-10,active
2336,1058,21,pay_in_4,4,1700.00,1700.00,0,2026-03-07,active
2337,1058,15,pay_monthly_6,6,652.72,719.54,2076,2026-03-12,active
2338,1060,50,pay_in_4,4,180.10,180.10,0,2025-06-20,paid_off
2339,1060,25,pay_in_4,4,386.77,386.77,0,2025-10-24,paid_off
2340,1060,43,pay_monthly_6,6,67.35,75.56,2471,2026-02-03,active
2341,1060,40,pay_monthly_12,12,315.26,419.05,3338,2025-11-12,active
2342,1061,7,pay_in_4,4,219.25,219.25,0,2026-03-27,active
2343,1061,18,pay_monthly_6,6,794.27,863.91,1778,2025-07-20,delinquent
2344,1061,21,pay_in_3,3,748.88,748.88,0,2026-05-09,active
2345,1061,36,pay_monthly_6,6,178.26,191.83,1544,2026-03-20,active
2346,1062,24,pay_in_4,4,467.13,467.13,0,2026-04-30,active
2347,1062,28,pay_monthly_6,6,513.09,555.17,1663,2026-06-04,active
2348,1062,16,pay_in_4,4,742.27,742.27,0,2026-04-30,active
2349,1064,12,pay_in_4,4,414.95,414.95,0,2025-10-07,paid_off
2350,1064,5,pay_monthly_6,6,467.74,517.29,2148,2025-10-12,paid_off
2351,1064,43,pay_in_4,4,129.00,129.00,0,2025-12-05,paid_off
2352,1066,58,pay_in_4,4,49.01,49.01,0,2025-08-21,active
2353,1066,26,pay_monthly_6,6,246.60,274.94,2330,2026-02-16,active
2354,1066,47,pay_monthly_6,6,318.43,354.88,2321,2025-08-22,active
2355,1067,49,pay_in_4,4,766.31,766.31,0,2025-12-14,paid_off
2356,1067,22,pay_in_4,4,960.89,960.89,0,2026-04-01,active
2357,1067,9,pay_monthly_6,6,901.34,1009.49,2433,2025-11-20,active
2358,1067,25,pay_in_3,3,823.98,823.98,0,2026-02-25,paid_off
2359,1068,23,pay_in_4,4,1450.00,1450.00,0,2026-01-11,active
2360,1068,18,pay_monthly_12,12,482.99,581.98,2078,2026-04-20,active
2361,1068,13,pay_in_4,4,597.06,597.06,0,2026-01-21,paid_off
2362,1069,37,pay_monthly_12,12,224.22,282.05,2615,2026-04-22,active
2363,1069,22,pay_monthly_12,12,746.16,952.37,2802,2026-03-08,active
2364,1070,33,pay_in_4,4,815.96,815.96,0,2026-02-21,active
2365,1070,35,pay_in_4,4,95.00,95.00,0,2026-05-28,active
2366,1070,16,pay_in_3,3,1065.45,1065.45,0,2026-04-03,active
2367,1071,29,pay_in_4,4,297.46,297.46,0,2026-06-13,active
2368,1072,20,pay_monthly_6,6,490.32,538.56,1995,2026-05-01,active
2369,1072,25,pay_in_4,4,809.12,809.12,0,2025-05-12,paid_off
2370,1072,47,pay_in_4,4,246.79,246.79,0,2025-08-03,delinquent
2371,1072,44,pay_in_4,4,108.15,108.15,0,2026-01-16,paid_off
2372,1072,31,pay_monthly_6,6,364.70,401.08,2023,2025-09-28,paid_off
2373,1073,3,pay_monthly_6,6,896.70,963.74,1516,2025-10-21,active
2374,1073,39,pay_in_4,4,184.16,184.16,0,2025-04-03,paid_off
2375,1073,31,pay_in_4,4,228.76,228.76,0,2025-12-13,active
2376,1073,27,pay_monthly_6,6,1115.69,1216.10,1825,2026-04-03,active
2377,1073,5,pay_monthly_6,6,146.76,159.60,1774,2026-06-06,active
2378,1074,13,pay_in_4,4,813.01,813.01,0,2025-07-21,active
2379,1074,27,pay_in_4,4,1234.05,1234.05,0,2026-04-03,active
2380,1074,23,pay_in_4,4,1065.41,1065.41,0,2026-01-06,paid_off
2381,1075,34,pay_monthly_12,12,382.02,492.27,2926,2026-05-12,active
2382,1075,11,pay_in_3,3,755.62,755.62,0,2026-01-06,delinquent
2383,1076,18,pay_monthly_12,12,416.58,506.60,2191,2025-10-23,active
2384,1076,30,pay_in_4,4,239.58,239.58,0,2025-11-06,paid_off
2385,1076,25,pay_monthly_12,12,847.75,1115.23,3199,2026-06-07,active
2386,1077,5,pay_in_3,3,218.48,218.48,0,2026-03-13,paid_off
2387,1077,38,pay_monthly_6,6,85.88,95.16,2191,2026-05-04,active
2388,1077,8,pay_in_4,4,358.12,358.12,0,2026-05-04,delinquent
2389,1077,19,pay_in_3,3,405.98,405.98,0,2025-12-06,paid_off
2390,1078,47,pay_in_4,4,279.50,279.50,0,2025-02-17,paid_off
2391,1078,56,pay_in_3,3,49.20,49.20,0,2026-04-05,defaulted
2392,1079,2,pay_monthly_6,6,150.78,166.35,2094,2026-05-21,defaulted
2393,1081,39,pay_in_3,3,218.64,218.64,0,2026-01-28,active
2394,1081,16,pay_in_3,3,983.77,983.77,0,2025-05-07,active
2395,1081,12,pay_in_4,4,594.06,594.06,0,2026-05-17,active
2396,1081,16,pay_monthly_12,12,563.73,716.30,2744,2025-09-06,active
2397,1081,18,pay_in_4,4,554.56,554.56,0,2026-04-03,active
2398,1081,35,pay_monthly_12,12,75.84,100.40,3283,2026-04-16,active
2399,1083,22,pay_in_4,4,1825.91,1825.91,0,2026-01-20,active
2400,1083,54,pay_monthly_6,6,342.57,380.85,2266,2025-12-03,active
2401,1083,61,pay_in_4,4,227.98,227.98,0,2025-05-18,paid_off
2402,1085,50,pay_monthly_12,12,336.80,413.34,2304,2026-04-15,active
2403,1085,9,pay_in_4,4,343.88,343.88,0,2025-10-08,defaulted
2404,1085,11,pay_monthly_6,6,1497.28,1644.00,1987,2026-01-27,active
2405,1085,20,pay_in_4,4,468.30,468.30,0,2026-05-09,active
2406,1085,55,pay_in_4,4,64.59,64.59,0,2025-11-16,paid_off
2407,1086,22,pay_in_3,3,886.08,886.08,0,2025-12-13,active
2408,1086,53,pay_in_4,4,314.08,314.08,0,2025-09-13,paid_off
2409,1086,28,pay_monthly_6,6,169.40,182.04,1513,2025-09-10,paid_off
2410,1087,20,pay_monthly_6,6,610.16,668.05,1924,2025-06-25,active
2411,1087,26,pay_monthly_12,12,1750.00,2219.82,2722,2025-10-24,defaulted
2412,1087,52,pay_in_4,4,335.41,335.41,0,2026-03-20,paid_off
2413,1088,38,pay_in_3,3,184.62,184.62,0,2025-12-01,delinquent
2414,1088,7,pay_monthly_12,12,250.88,304.58,2170,2026-02-06,defaulted
2415,1088,14,pay_monthly_6,6,900.77,968.65,1528,2025-11-28,paid_off
2416,1089,6,pay_in_4,4,580.55,580.55,0,2026-02-01,active
2417,1089,18,pay_in_4,4,1378.21,1378.21,0,2026-06-16,active
2418,1089,42,pay_monthly_12,12,138.81,171.94,2420,2025-07-24,active
2419,1089,1,pay_in_4,4,173.34,173.34,0,2025-06-13,paid_off
2420,1089,48,pay_monthly_6,6,514.47,575.97,2424,2025-05-28,active
2421,1089,49,pay_in_3,3,367.65,367.65,0,2026-06-08,active
2422,1090,43,pay_in_4,4,261.68,261.68,0,2026-05-25,active
2423,1092,30,pay_monthly_6,6,659.38,712.94,1647,2025-10-17,defaulted
2424,1092,47,pay_in_4,4,335.90,335.90,0,2026-06-14,active
2425,1092,30,pay_monthly_6,6,359.94,405.27,2554,2025-12-10,defaulted
2426,1092,1,pay_in_4,4,345.28,345.28,0,2025-09-04,paid_off
2427,1093,10,pay_in_3,3,365.63,365.63,0,2026-04-13,active
2428,1093,9,pay_in_4,4,381.17,381.17,0,2025-11-08,paid_off
2429,1093,41,pay_in_4,4,146.84,146.84,0,2025-11-22,paid_off
2430,1093,40,pay_monthly_12,12,135.07,168.22,2488,2026-03-26,active
2431,1094,12,pay_in_4,4,861.18,861.18,0,2026-05-19,active
2432,1094,50,pay_in_4,4,253.11,253.11,0,2025-10-07,delinquent
2433,1094,13,pay_in_4,4,563.61,563.61,0,2025-07-23,active
2434,1094,53,pay_monthly_6,6,501.93,564.38,2523,2025-06-17,paid_off
2435,1094,17,pay_in_4,4,1163.25,1163.25,0,2025-12-09,active
2436,1094,53,pay_monthly_6,6,560.55,631.68,2573,2026-04-08,delinquent
2437,1095,2,pay_monthly_12,12,1015.71,1313.44,2972,2025-07-21,active
2438,1095,29,pay_monthly_6,6,644.61,725.61,2548,2026-06-23,active
2439,1096,56,pay_in_4,4,25.00,25.00,0,2026-06-14,active
2440,1096,23,pay_in_4,4,600.00,600.00,0,2026-04-14,active
2441,1098,21,pay_monthly_6,6,890.20,969.88,1815,2025-11-24,active
2442,1098,57,pay_in_3,3,66.76,66.76,0,2026-03-16,paid_off
2443,1099,25,pay_monthly_6,6,444.81,482.98,1740,2026-03-03,active
2444,1099,50,pay_in_4,4,451.07,451.07,0,2026-04-11,active
2445,1099,2,pay_monthly_12,12,461.63,591.39,2850,2026-05-09,defaulted
2446,1099,13,pay_in_4,4,623.66,623.66,0,2025-08-28,paid_off
2447,1099,12,pay_in_4,4,859.55,859.55,0,2025-08-28,active
2448,1100,19,pay_in_4,4,437.47,437.47,0,2025-11-07,paid_off
2449,1100,33,pay_in_3,3,499.35,499.35,0,2025-10-25,paid_off
2450,1100,16,pay_in_4,4,1204.73,1204.73,0,2025-11-26,active
2451,1100,6,pay_in_4,4,289.33,289.33,0,2026-03-01,paid_off
2452,1101,9,pay_in_4,4,290.55,290.55,0,2025-11-16,paid_off
2453,1101,34,pay_in_4,4,738.61,738.61,0,2026-06-24,active
2454,1102,49,pay_monthly_12,12,210.51,280.67,3379,2026-02-10,active
2455,1102,53,pay_in_4,4,433.44,433.44,0,2026-02-09,defaulted
2456,1103,47,pay_in_4,4,310.70,310.70,0,2025-11-22,active
2457,1103,21,pay_in_4,4,940.20,940.20,0,2025-06-10,active
2458,1104,40,pay_in_4,4,104.84,104.84,0,2025-12-27,paid_off
2459,1104,26,pay_in_4,4,1496.82,1496.82,0,2026-02-14,active
2460,1104,27,pay_monthly_12,12,1046.36,1298.07,2439,2026-06-01,active
2461,1104,15,pay_in_4,4,352.68,352.68,0,2025-11-08,paid_off
2462,1106,19,pay_monthly_6,6,648.93,707.88,1842,2025-12-17,active
2463,1106,45,pay_in_4,4,319.66,319.66,0,2026-06-02,active
2464,1106,43,pay_in_4,4,77.57,77.57,0,2025-12-28,active
2465,1106,49,pay_monthly_6,6,467.66,513.46,1986,2026-03-13,active
2466,1108,40,pay_in_4,4,275.07,275.07,0,2026-02-23,active
2467,1108,18,pay_in_4,4,872.30,872.30,0,2025-11-13,paid_off
2468,1108,7,pay_monthly_6,6,257.06,288.85,2508,2026-03-19,defaulted
2469,1109,47,pay_in_4,4,254.68,254.68,0,2026-05-05,active
2470,1110,50,pay_monthly_6,6,132.02,143.82,1812,2025-10-21,active
2471,1110,17,pay_monthly_6,6,832.87,918.18,2077,2025-08-26,active
2472,1110,46,pay_in_3,3,308.29,308.29,0,2025-12-05,paid_off
2473,1110,50,pay_in_4,4,320.67,320.67,0,2026-05-23,active
2474,1110,14,pay_in_4,4,415.61,415.61,0,2026-02-18,active
2475,1111,49,pay_monthly_6,6,150.68,163.70,1752,2026-03-01,active
2476,1112,37,pay_in_3,3,280.98,280.98,0,2025-06-08,paid_off
2477,1112,3,pay_in_3,3,342.45,342.45,0,2025-12-02,paid_off
2478,1112,60,pay_monthly_6,6,93.78,101.06,1574,2025-01-20,delinquent
2479,1112,33,pay_in_3,3,240.69,240.69,0,2026-04-25,active
2480,1112,31,pay_in_4,4,254.88,254.88,0,2025-01-23,active
2481,1113,33,pay_in_4,4,273.04,273.04,0,2025-06-04,active
